timestamp,disk_r_s,disk_w_s,disk_rkB_s,disk_wkB_s,disk_r_await_ms,disk_w_await_ms,disk_util_pct,gpu_mem_used_mb,gpu_mem_total_mb,gpu_mem_free_mb,gpu_util_pct,dcgmi_power_w,dcgmi_gpu_util_pct,dcgmi_nvlink_tx_mbs,dcgmi_nvlink_rx_mbs,dcgmi_pcie_tx_mbs,dcgmi_pcie_rx_mbs
2026-05-02T01:25:41,,,,,,,,3805.0,46068.0,41684.0,78.0,13.0,1.2,68.8,0.2,0.1,26761196.8
2026-05-02T01:25:42,,,,,,,,3805.0,46068.0,41684.0,52.0,8.6,1.2,65.3,0.2,0.1,26963233.8
2026-05-02T01:25:44,,,,,,,,3805.0,46068.0,41684.0,39.0,7.6,1.2,70.8,0.2,0.1,26014088.4
2026-05-02T01:25:45,,,,,,,,3805.0,46068.0,41684.0,50.0,5.0,1.2,69.5,0.1,0.1,24114843.0
2026-05-02T01:25:47,,,,,,,,3805.0,46068.0,41684.0,50.0,4.4,1.2,64.6,0.2,0.1,27491837.8
2026-05-02T01:25:48,,,,,,,,3805.0,46068.0,41684.0,20.0,9.8,1.2,70.0,0.2,0.1,27535397.0
2026-05-02T01:25:49,,,,,,,,3805.0,46068.0,41684.0,76.0,12.6,1.2,72.7,0.0,0.0,4447895.6
2026-05-02T01:25:51,,,,,,,,3805.0,46068.0,41684.0,76.0,12.8,1.2,75.7,0.1,0.1,16776873.6
2026-05-02T01:25:52,,,,,,,,3805.0,46068.0,41684.0,54.0,9.0,1.2,68.8,0.2,0.1,26748966.2
2026-05-02T01:25:54,,,,,,,,3805.0,46068.0,41684.0,76.0,8.6,1.2,63.7,0.2,0.1,27392921.4
2026-05-02T01:25:55,,,,,,,,3805.0,46068.0,41684.0,78.0,13.0,1.2,77.6,0.0,0.0,6743832.8
2026-05-02T01:25:57,,,,,,,,3805.0,46068.0,41684.0,22.0,9.6,1.2,69.3,0.0,0.0,6297465.4
2026-05-02T01:25:58,,,,,,,,3805.0,46068.0,41684.0,59.0,2.6,1.2,70.6,0.2,0.1,27206113.4
2026-05-02T01:25:59,,,,,,,,3805.0,46068.0,41684.0,73.0,12.0,1.2,67.6,0.1,0.1,26261463.4
2026-05-02T01:26:01,,,,,,,,3805.0,46068.0,41684.0,70.0,11.2,1.2,69.8,0.0,0.0,9976037.2
2026-05-02T01:26:02,,,,,,,,3805.0,46068.0,41684.0,20.0,2.8,1.2,70.7,0.1,0.1,13518822.6
2026-05-02T01:26:04,,,,,,,,3805.0,46068.0,41684.0,76.0,12.8,1.2,70.2,0.2,0.1,26450487.2
2026-05-02T01:26:05,,,,,,,,3805.0,46068.0,41684.0,76.0,5.6,1.2,68.1,0.0,0.0,6508092.0
2026-05-02T01:26:07,,,,,,,,3805.0,46068.0,41684.0,76.0,11.2,1.2,64.5,0.1,0.1,26165650.6
2026-05-02T01:26:08,,,,,,,,3805.0,46068.0,41684.0,76.0,12.8,1.2,77.3,0.0,0.0,3764654.2
2026-05-02T01:26:10,,,,,,,,3805.0,46068.0,41684.0,78.0,12.8,1.2,74.6,0.2,0.1,25819424.4
2026-05-02T01:26:11,,,,,,,,3805.0,46068.0,41684.0,75.0,1.8,1.2,67.4,0.1,0.1,27562521.2
2026-05-02T01:26:12,,,,,,,,3805.0,46068.0,41684.0,76.0,12.6,1.2,72.6,0.1,0.1,18893483.8
2026-05-02T01:26:14,,,,,,,,3805.0,46068.0,41684.0,9.0,1.6,1.2,64.1,0.1,0.1,25998284.4
